path,classification,reason,size,canonical_duplicate,api_is_real,api_is_mock
运行记录/pytest-e2e-004e8798/004e8798_failure_packet.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,871,,False,True
运行记录/pytest-e2e-004e8798/harness-004e8798/IR/IR-00_项目索引.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,24,,False,False
运行记录/pytest-e2e-004e8798/harness-004e8798/IR/IR-04_事件链.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,21,,False,False
运行记录/pytest-e2e-004e8798/harness-004e8798/IR/IR-05_章节目标表.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,27,,False,False
运行记录/pytest-e2e-004e8798/harness-004e8798/chapters/ch01.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,53,,False,False
运行记录/pytest-e2e-004e8798/harness-004e8798/project.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,261,,False,False
运行记录/pytest-e2e-004e8798/l15/E2E-004e8798-L15.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,1257,,False,True
运行记录/pytest-e2e-004e8798/l15/E2E-004e8798-L15.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,589,,False,True
运行记录/pytest-e2e-004e8798/l2/E2E-004e8798-L2.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,1570,,False,True
运行记录/pytest-e2e-004e8798/l2/E2E-004e8798-L2.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,810,,False,True
运行记录/pytest-e2e-02befe11/harness-02befe11/IR/IR-00_项目索引.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,24,,False,False
运行记录/pytest-e2e-02befe11/harness-02befe11/IR/IR-04_事件链.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,21,,False,False
运行记录/pytest-e2e-02befe11/harness-02befe11/IR/IR-05_章节目标表.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,27,,False,False
运行记录/pytest-e2e-02befe11/harness-02befe11/chapters/ch01.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,53,,False,False
运行记录/pytest-e2e-02befe11/l2_completed.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,1089,,False,True
运行记录/pytest-e2e-02befe11/l3/E2E-02befe11-L3.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,6471,,False,True
运行记录/pytest-e2e-02befe11/l3/E2E-02befe11-L3.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,3382,,False,True
运行记录/pytest-e2e-03dde4c7/03dde4c7.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,56,,False,False
运行记录/pytest-e2e-03dde4c7/03dde4c7_failure_packet.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,871,,False,True
运行记录/pytest-e2e-03dde4c7/harness-03dde4c7/IR/IR-00_项目索引.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,24,,False,False
运行记录/pytest-e2e-03dde4c7/harness-03dde4c7/IR/IR-04_事件链.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,21,,False,False
运行记录/pytest-e2e-03dde4c7/harness-03dde4c7/IR/IR-05_章节目标表.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,27,,False,False
运行记录/pytest-e2e-03dde4c7/harness-03dde4c7/chapters/ch01.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,53,,False,False
运行记录/pytest-e2e-03dde4c7/harness-03dde4c7/project.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,261,,False,False
运行记录/pytest-e2e-03dde4c7/l15/E2E-03dde4c7-L15.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,1257,,False,True
运行记录/pytest-e2e-03dde4c7/l15/E2E-03dde4c7-L15.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,589,,False,True
运行记录/pytest-e2e-03dde4c7/l2/E2E-03dde4c7-L2.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,1570,,False,True
运行记录/pytest-e2e-03dde4c7/l2/E2E-03dde4c7-L2.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,810,,False,True
运行记录/pytest-e2e-06b3a2d4/06b3a2d4.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,56,,False,False
运行记录/pytest-e2e-06b3a2d4/06b3a2d4_failure_packet.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,871,,False,True
运行记录/pytest-e2e-06b3a2d4/harness-06b3a2d4/IR/IR-00_项目索引.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,24,,False,False
运行记录/pytest-e2e-06b3a2d4/harness-06b3a2d4/IR/IR-04_事件链.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,21,,False,False
运行记录/pytest-e2e-06b3a2d4/harness-06b3a2d4/IR/IR-05_章节目标表.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,27,,False,False
运行记录/pytest-e2e-06b3a2d4/harness-06b3a2d4/chapters/ch01.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,53,,False,False
运行记录/pytest-e2e-06b3a2d4/harness-06b3a2d4/project.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,261,,False,False
运行记录/pytest-e2e-06b3a2d4/l2/E2E-06b3a2d4-L2.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,1628,,False,True
运行记录/pytest-e2e-06b3a2d4/l2/E2E-06b3a2d4-L2.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,913,,False,True
运行记录/pytest-e2e-07c75f10/project/chapters/default.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,23,,False,False
运行记录/pytest-e2e-07c75f10/project/project.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,250,,False,True
运行记录/pytest-e2e-07cab4c7/07cab4c7_l2_input.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,1281,,False,True
运行记录/pytest-e2e-07cab4c7/harness-07cab4c7/IR/IR-00_项目索引.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,24,,False,False
运行记录/pytest-e2e-07cab4c7/harness-07cab4c7/IR/IR-04_事件链.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,21,,False,False
运行记录/pytest-e2e-07cab4c7/harness-07cab4c7/IR/IR-05_章节目标表.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,27,,False,False
运行记录/pytest-e2e-07cab4c7/harness-07cab4c7/chapters/ch01.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,53,,False,False
运行记录/pytest-e2e-07cab4c7/l1/E2E-07cab4c7-L1.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,28215,,False,True
运行记录/pytest-e2e-07cab4c7/l1/E2E-07cab4c7-L1.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,11484,,False,True
运行记录/pytest-e2e-07cab4c7/l1/E2E-07cab4c7-L1_audit_blockers.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,415,,False,True
运行记录/pytest-e2e-07cab4c7/l1/E2E-07cab4c7-L1_failure_packet.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,2206,,False,True
运行记录/pytest-e2e-07cab4c7/l2/E2E-07cab4c7-L2.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,2812,,False,True
运行记录/pytest-e2e-07cab4c7/l2/E2E-07cab4c7-L2.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,1729,,False,True
运行记录/pytest-e2e-07cab4c7/project/chapters/07cab4c7.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,56,,False,False
运行记录/pytest-e2e-07cab4c7/project/chapters/default.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,23,,False,False
运行记录/pytest-e2e-07cab4c7/project/project.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,250,,False,True
运行记录/pytest-e2e-083916ac/project/chapters/default.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,23,,False,False
运行记录/pytest-e2e-083916ac/project/project.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,250,,False,True
运行记录/pytest-e2e-0a4c58d8/project/chapters/default.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,23,,False,False
运行记录/pytest-e2e-0a4c58d8/project/project.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,250,,False,True
运行记录/pytest-e2e-116fb84a/harness-116fb84a/IR/IR-00_项目索引.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,24,,False,False
运行记录/pytest-e2e-116fb84a/harness-116fb84a/IR/IR-04_事件链.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,21,,False,False
运行记录/pytest-e2e-116fb84a/harness-116fb84a/IR/IR-05_章节目标表.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,27,,False,False
运行记录/pytest-e2e-116fb84a/harness-116fb84a/chapters/ch01.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,53,,False,False
运行记录/pytest-e2e-116fb84a/l2_completed.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,1089,,False,True
运行记录/pytest-e2e-116fb84a/l3/E2E-116fb84a-L3.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,6471,,False,True
运行记录/pytest-e2e-116fb84a/l3/E2E-116fb84a-L3.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,3382,,False,True
运行记录/pytest-e2e-1374e445/1374e445_l2_input.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,1281,,False,True
运行记录/pytest-e2e-1374e445/harness-1374e445/IR/IR-00_项目索引.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,24,,False,False
运行记录/pytest-e2e-1374e445/harness-1374e445/IR/IR-04_事件链.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,21,,False,False
运行记录/pytest-e2e-1374e445/harness-1374e445/IR/IR-05_章节目标表.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,27,,False,False
运行记录/pytest-e2e-1374e445/harness-1374e445/chapters/_candidates/E2E-1374e445-L3_TASK-001.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,136,,False,False
运行记录/pytest-e2e-1374e445/harness-1374e445/chapters/ch01.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,53,,False,False
运行记录/pytest-e2e-1374e445/harness-1374e445/project.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,261,,False,False
运行记录/pytest-e2e-1374e445/l1/E2E-1374e445-L1.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,28215,,False,True
运行记录/pytest-e2e-1374e445/l1/E2E-1374e445-L1.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,11484,,False,True
运行记录/pytest-e2e-1374e445/l1/E2E-1374e445-L1_audit_blockers.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,415,,False,True
运行记录/pytest-e2e-1374e445/l1/E2E-1374e445-L1_failure_packet.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,2206,,False,True
运行记录/pytest-e2e-1374e445/l15/E2E-1374e445-L1-L15.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,1324,,False,True
运行记录/pytest-e2e-1374e445/l15/E2E-1374e445-L1-L15.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,628,,False,True
运行记录/pytest-e2e-1374e445/l2/E2E-1374e445-L2.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,2763,,False,True
运行记录/pytest-e2e-1374e445/l2/E2E-1374e445-L2.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,1635,,False,True
运行记录/pytest-e2e-1374e445/l3/E2E-1374e445-L3.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,7151,,False,True
运行记录/pytest-e2e-1374e445/l3/E2E-1374e445-L3.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,3400,,False,True
运行记录/pytest-e2e-1374e445/project/chapters/1374e445.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,56,,False,False
运行记录/pytest-e2e-1374e445/project/chapters/default.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,23,,False,False
运行记录/pytest-e2e-1374e445/project/project.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,250,,False,True
运行记录/pytest-e2e-181b1bd7/project/chapters/default.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,23,,False,False
运行记录/pytest-e2e-181b1bd7/project/project.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,250,,False,True
运行记录/pytest-e2e-1a422838/harness-1a422838/IR/IR-00_项目索引.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,24,,False,False
运行记录/pytest-e2e-1a422838/harness-1a422838/IR/IR-04_事件链.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,21,,False,False
运行记录/pytest-e2e-1a422838/harness-1a422838/IR/IR-05_章节目标表.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,27,,False,False
运行记录/pytest-e2e-1a422838/harness-1a422838/chapters/ch01.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,53,,False,False
运行记录/pytest-e2e-1a422838/harness-1a422838/project.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,261,,False,False
运行记录/pytest-e2e-1a422838/l2_completed.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,1089,,False,True
运行记录/pytest-e2e-1a422838/l3/E2E-1a422838-L3.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,6471,,False,True
运行记录/pytest-e2e-1a422838/l3/E2E-1a422838-L3.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,3382,,False,True
运行记录/pytest-e2e-1d34be1b/1d34be1b.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,56,,False,False
运行记录/pytest-e2e-1d34be1b/1d34be1b_failure_packet.json,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,871,,False,True
运行记录/pytest-e2e-1d34be1b/harness-1d34be1b/IR/IR-00_项目索引.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,24,,False,False
运行记录/pytest-e2e-1d34be1b/harness-1d34be1b/IR/IR-04_事件链.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,21,,False,False
运行记录/pytest-e2e-1d34be1b/harness-1d34be1b/IR/IR-05_章节目标表.md,GENERATED_REPRODUCIBLE,匹配可重建路径模式 ^运行记录/pytest-e2e-，内容无真实 API/人工证据,27,,False,False
